flight_id,date,day_of_week,carrier,flight_number,tail_number,origin,origin_lat,origin_lon,dest,sched_dep_local,dep_hour,scheduled_arr_local,distance_km,temp_c,wind_speed_kmh,wind_gust_kmh,precip_mm,snowfall_cm,cloud_cover_pct,weather_code,dep_delay_min,arr_delay_min,delayed_15,cancelled,delay_cause,late_aircraft_delay_min,weather_delay_min,inbound_delay,sched_dep_datetime,prev_sched_arr,prev_date,turnaround_minutes,tight_turnaround,delay_probability,risk,reason_type,reason_text,recommended_action
2015-01-08_F9718,2015-01-08,4,F9,718,N220FR,DEN,39.85841,-104.667,DCA,11:30,11,16:39,2375,-1.0,8.5,10.1,0.0,0.0,0,0,-9.0,-23.0,0.0,0,none,,,18.0,2015-01-08 11:30:00,22:10,2015-01-07,850.0,0,0.2276300240385208,GREEN,cascade,Inbound aircraft slightly late (18 min),Consider aircraft swap or extend turnaround
2015-01-08_F9761,2015-01-08,4,F9,761,N220FR,DEN,39.85841,-104.667,LAS,21:20,21,22:10,1011,-4.6,13.0,34.2,0.1,0.07,92,71,19.0,72.0,1.0,0,nas,0.0,0.0,-23.0,2015-01-08 21:20:00,16:39,2015-01-08,590.0,0,0.5762643317204534,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-10_F9581,2015-01-10,6,F9,581,N220FR,DEN,39.85841,-104.667,SLC,21:30,21,22:54,629,-2.5,12.4,19.8,0.0,0.0,55,2,32.0,24.0,1.0,0,carrier,0.0,0.0,72.0,2015-01-10 21:30:00,22:10,2015-01-08,2890.0,0,0.4849159119098971,AMBER,cascade,Inbound aircraft 72 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_F9407,2015-01-11,7,F9,407,N220FR,DEN,39.85841,-104.667,LAX,17:20,17,18:43,1387,1.3,2.7,5.4,0.0,0.0,71,2,-6.0,-8.0,0.0,0,none,,,24.0,2015-01-11 17:20:00,22:54,2015-01-10,1190.0,0,0.4676340088043643,AMBER,cascade,Inbound aircraft slightly late (24 min),Consider aircraft swap or extend turnaround
2015-01-05_F9114,2015-01-05,1,F9,114,N221FR,DEN,39.85841,-104.667,MSP,15:35,15,18:28,1094,2.9,11.0,22.7,0.0,0.0,100,3,114.0,118.0,1.0,0,late_aircraft,97.0,0.0,0.0,2015-01-05 15:35:00,,,120.0,0,0.7718211537019793,RED,demand,High-demand travel day,Pre-position standby crew
2015-01-05_F9300,2015-01-05,1,F9,300,N221FR,DEN,39.85841,-104.667,TPA,23:59,23,05:11,2424,0.2,7.2,24.1,0.0,0.0,100,3,25.0,24.0,1.0,0,late_aircraft,12.0,0.0,118.0,2015-01-05 23:59:00,18:28,2015-01-05,504.0,0,0.6917324321196274,AMBER,cascade,Inbound aircraft 118 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_F9718,2015-01-06,2,F9,718,N221FR,DEN,39.85841,-104.667,DCA,11:30,11,16:39,2375,-1.3,7.2,19.1,0.0,0.0,0,0,-7.0,-14.0,0.0,0,none,,,24.0,2015-01-06 11:30:00,05:11,2015-01-05,691.0,0,0.378125643286915,GREEN,cascade,Inbound aircraft slightly late (24 min),Consider aircraft swap or extend turnaround
2015-01-06_F9364,2015-01-06,2,F9,364,N221FR,DEN,39.85841,-104.667,MKE,20:35,20,23:45,1442,0.7,4.4,9.0,0.0,0.0,97,3,-4.0,-16.0,0.0,0,none,,,-14.0,2015-01-06 20:35:00,16:39,2015-01-06,545.0,0,0.3549214196001404,GREEN,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-08_F91068,2015-01-08,4,F9,1068,N221FR,DEN,39.85841,-104.667,ORD,10:10,10,13:30,1429,-3.6,6.6,10.4,0.0,0.0,0,0,-1.0,3.0,0.0,0,none,,,-16.0,2015-01-08 10:10:00,23:45,2015-01-06,2255.0,0,0.1554196539544584,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-08_F91260,2015-01-08,4,F9,1260,N221FR,ORD,41.9796,-87.90446,TPA,14:25,14,18:00,1629,-15.3,26.3,51.5,0.3,0.21,100,73,-8.0,37.0,0.0,0,nas,0.0,0.0,3.0,2015-01-08 14:25:00,13:30,2015-01-08,255.0,0,0.5792024902566117,AMBER,weather,Moderate wind gusts (51 km/h),"Monitor weather, prepare for ground stop"
2015-01-08_F91285,2015-01-08,4,F9,1285,N221FR,ORD,41.9796,-87.90446,LAS,21:35,21,23:30,2437,-8.2,25.9,55.4,0.1,0.07,100,71,79.0,129.0,1.0,0,nas,33.0,0.0,37.0,2015-01-08 21:35:00,18:00,2015-01-08,430.0,0,0.9242448757727264,RED,cascade,Inbound aircraft 37 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_F9522,2015-01-09,5,F9,522,N221FR,DEN,39.85841,-104.667,CLE,10:43,10,15:30,1933,-11.7,5.5,11.2,0.0,0.0,26,1,-8.0,7.0,0.0,0,none,,,129.0,2015-01-09 10:43:00,23:30,2015-01-08,788.0,0,0.3725920742858954,GREEN,cascade,Inbound aircraft 129 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-05_WN545,2015-01-05,1,WN,545,N222WN,DEN,39.85841,-104.667,SMF,21:55,21,23:30,1463,1.2,8.2,19.4,0.0,0.0,92,3,34.0,24.0,1.0,0,late_aircraft,15.0,0.0,0.0,2015-01-05 21:55:00,,,120.0,0,0.667887604458453,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-08_WN251,2015-01-08,4,WN,251,N222WN,DEN,39.85841,-104.667,LAX,08:50,8,10:20,1387,-3.1,8.8,19.8,0.0,0.0,0,0,-7.0,-23.0,0.0,0,none,,,24.0,2015-01-08 08:50:00,23:30,2015-01-05,3535.0,0,0.1123150380506605,GREEN,cascade,Inbound aircraft slightly late (24 min),Consider aircraft swap or extend turnaround
2015-01-09_F91070,2015-01-09,5,F9,1070,N223FR,ORD,41.9796,-87.90446,ATL,07:30,7,10:20,975,-15.8,17.9,39.6,0.0,0.0,73,2,95.0,100.0,1.0,0,nas,0.0,0.0,0.0,2015-01-09 07:30:00,,,120.0,0,0.469799926813003,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-09_F91343,2015-01-09,5,F9,1343,N223FR,ORD,41.9796,-87.90446,IAD,12:50,12,15:40,948,-16.4,24.1,48.6,0.0,0.0,98,3,167.0,164.0,1.0,0,nas,28.0,0.0,100.0,2015-01-09 12:50:00,10:20,2015-01-09,320.0,0,0.8426577995667361,RED,cascade,Inbound aircraft 100 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_F91061,2015-01-11,7,F9,1061,N223FR,ORD,41.9796,-87.90446,PHX,07:00,7,09:50,2317,-8.7,12.6,25.9,0.0,0.0,37,1,-4.0,-2.0,0.0,0,none,,,164.0,2015-01-11 07:00:00,15:40,2015-01-09,2530.0,0,0.1433485742356781,GREEN,cascade,Inbound aircraft 164 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_F91063,2015-01-11,7,F9,1063,N223FR,ORD,41.9796,-87.90446,SLC,15:40,15,18:05,2012,-0.8,10.9,22.0,0.0,0.0,100,3,26.0,17.0,1.0,0,carrier,4.0,0.0,-2.0,2015-01-11 15:40:00,09:50,2015-01-11,520.0,0,0.3490571243037529,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-05_WN402,2015-01-05,1,WN,402,N223WN,DEN,39.85841,-104.667,SEA,12:50,12,14:45,1648,0.8,14.5,33.5,0.0,0.0,93,3,36.0,40.0,1.0,0,late_aircraft,20.0,0.0,0.0,2015-01-05 12:50:00,,,120.0,0,0.6664309678343215,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_WN1704,2015-01-05,1,WN,1704,N223WN,DEN,39.85841,-104.667,DTW,19:35,19,00:20,1807,2.9,3.4,21.6,0.0,0.0,99,3,44.0,22.0,1.0,0,carrier,5.0,0.0,40.0,2015-01-05 19:35:00,14:45,2015-01-05,405.0,0,0.8127626419846,RED,cascade,Inbound aircraft 40 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_WN251,2015-01-06,2,WN,251,N223WN,DEN,39.85841,-104.667,LAX,08:50,8,10:20,1387,-5.4,9.4,12.6,0.0,0.0,49,1,70.0,46.0,1.0,0,late_aircraft,46.0,0.0,22.0,2015-01-06 08:50:00,00:20,2015-01-05,795.0,0,0.2301321195359895,GREEN,cascade,Inbound aircraft slightly late (22 min),Consider aircraft swap or extend turnaround
2015-01-08_WN292,2015-01-08,4,WN,292,N223WN,DEN,39.85841,-104.667,TUS,08:55,8,11:00,1028,-3.1,8.8,19.8,0.0,0.0,0,0,0.0,-17.0,0.0,0,none,,,46.0,2015-01-08 08:55:00,10:20,2015-01-06,2885.0,0,0.1452647258328365,GREEN,cascade,Inbound aircraft 46 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_WN226,2015-01-09,5,WN,226,N223WN,DEN,39.85841,-104.667,MDW,17:50,17,21:10,1440,-5.4,6.7,6.8,0.0,0.0,0,0,34.0,34.0,1.0,0,carrier,16.0,0.0,-17.0,2015-01-09 17:50:00,11:00,2015-01-08,1975.0,0,0.531992926058086,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-05_OO5449,2015-01-05,1,OO,5449,N224SW,DEN,39.85841,-104.667,RKS,12:54,12,14:22,418,0.8,14.5,33.5,0.0,0.0,93,3,84.0,85.0,1.0,0,carrier,0.0,0.0,0.0,2015-01-05 12:54:00,,,120.0,0,0.6903952848161191,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_OO5475,2015-01-05,1,OO,5475,N224SW,DEN,39.85841,-104.667,RKS,22:00,22,23:28,418,0.3,8.4,18.0,0.0,0.0,93,3,-1.0,-1.0,0.0,0,none,,,85.0,2015-01-05 22:00:00,14:22,2015-01-05,546.0,0,0.4625615321466055,AMBER,cascade,Inbound aircraft 85 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_OO5449,2015-01-06,2,OO,5449,N224SW,DEN,39.85841,-104.667,RKS,12:55,12,14:23,418,1.5,6.1,19.4,0.0,0.0,2,0,35.0,33.0,1.0,0,carrier,0.0,0.0,-1.0,2015-01-06 12:55:00,23:28,2015-01-05,895.0,0,0.453950167960943,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-06_OO5310,2015-01-06,2,OO,5310,N224SW,DEN,39.85841,-104.667,GCC,19:10,19,20:50,504,1.4,5.1,6.8,0.0,0.0,99,3,-4.0,-8.0,0.0,0,none,,,33.0,2015-01-06 19:10:00,14:23,2015-01-06,375.0,0,0.4320156116728983,AMBER,cascade,Inbound aircraft 33 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_OO5390,2015-01-07,3,OO,5390,N224SW,DEN,39.85841,-104.667,GCC,11:05,11,12:45,504,-11.0,3.6,13.3,0.0,0.0,100,3,4.0,41.0,0.0,0,nas,0.0,0.0,-8.0,2015-01-07 11:05:00,20:50,2015-01-06,955.0,0,0.5884055372126314,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-07_OO5334,2015-01-07,3,OO,5334,N224SW,DEN,39.85841,-104.667,PUB,15:51,15,16:39,175,-6.6,13.5,21.2,0.0,0.0,82,3,-4.0,1.0,0.0,0,none,,,41.0,2015-01-07 15:51:00,12:45,2015-01-07,286.0,0,0.6063217031090056,AMBER,cascade,Inbound aircraft 41 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_OO5341,2015-01-07,3,OO,5341,N224SW,DEN,39.85841,-104.667,RKS,19:10,19,20:38,418,-8.4,12.6,5.0,0.0,0.0,54,2,-4.0,0.0,0.0,0,none,,,1.0,2015-01-07 19:10:00,16:39,2015-01-07,199.0,0,0.3866547125855714,GREEN,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-08_OO5334,2015-01-08,4,OO,5334,N224SW,DEN,39.85841,-104.667,PUB,15:51,15,16:39,175,3.4,6.8,10.4,0.0,0.0,0,0,1.0,-1.0,0.0,0,none,,,0.0,2015-01-08 15:51:00,12:45,2015-01-08,286.0,0,0.3580802726865395,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-08_OO5341,2015-01-08,4,OO,5341,N224SW,DEN,39.85841,-104.667,RKS,19:10,19,20:38,418,-1.1,10.2,25.6,0.0,0.0,9,0,3.0,13.0,0.0,0,none,,,-1.0,2015-01-08 19:10:00,16:39,2015-01-08,199.0,0,0.2558608571248802,GREEN,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-09_OO5390,2015-01-09,5,OO,5390,N224SW,DEN,39.85841,-104.667,GCC,11:05,11,12:45,504,-10.9,2.5,8.3,0.0,0.0,7,0,3.0,-4.0,0.0,0,none,,,13.0,2015-01-09 11:05:00,20:38,2015-01-08,955.0,0,0.5181671449725421,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-09_OO5334,2015-01-09,5,OO,5334,N224SW,DEN,39.85841,-104.667,PUB,15:51,15,16:39,175,-5.2,6.1,10.8,0.0,0.0,15,0,-4.0,2.0,0.0,0,none,,,-4.0,2015-01-09 15:51:00,12:45,2015-01-09,286.0,0,0.4335399047512067,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-09_OO5341,2015-01-09,5,OO,5341,N224SW,DEN,39.85841,-104.667,RKS,19:10,19,20:38,418,-8.9,9.7,5.8,0.0,0.0,0,0,-2.0,-8.0,0.0,0,none,,,2.0,2015-01-09 19:10:00,16:39,2015-01-09,199.0,0,0.4273473130297486,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-10_OO5390,2015-01-10,6,OO,5390,N224SW,DEN,39.85841,-104.667,GCC,11:05,11,12:45,504,-2.5,10.7,19.1,0.0,0.0,28,1,9.0,-9.0,0.0,0,none,,,-8.0,2015-01-10 11:05:00,20:38,2015-01-09,955.0,0,0.2336809117170483,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-10_OO5475,2015-01-10,6,OO,5475,N224SW,DEN,39.85841,-104.667,RKS,19:10,19,20:38,418,-0.4,9.8,14.8,0.0,0.0,69,2,-10.0,-21.0,0.0,0,none,,,-9.0,2015-01-10 19:10:00,12:45,2015-01-10,485.0,0,0.1924528363036437,GREEN,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-11_OO5390,2015-01-11,7,OO,5390,N224SW,DEN,39.85841,-104.667,GCC,11:05,11,12:45,504,0.3,3.3,12.6,0.0,0.0,99,3,-2.0,-19.0,0.0,0,none,,,-21.0,2015-01-11 11:05:00,20:38,2015-01-10,955.0,0,0.2220492397330981,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_OO5341,2015-01-11,7,OO,5341,N224SW,DEN,39.85841,-104.667,RKS,19:10,19,20:38,418,0.0,2.3,6.1,0.0,0.0,98,3,56.0,52.0,1.0,0,carrier,5.0,0.0,-19.0,2015-01-11 19:10:00,12:45,2015-01-11,485.0,0,0.6556320264167151,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-07_WN410,2015-01-07,3,WN,410,N224WN,DEN,39.85841,-104.667,SNA,12:00,12,13:25,1362,-10.1,7.4,17.6,0.0,0.0,100,3,8.0,-1.0,0.0,0,none,,,0.0,2015-01-07 12:00:00,,,120.0,0,0.6486235693090692,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-09_WN957,2015-01-09,5,WN,957,N224WN,DEN,39.85841,-104.667,IAD,10:15,10,15:25,2337,-11.7,5.5,11.2,0.0,0.0,26,1,11.0,5.0,0.0,0,none,,,-1.0,2015-01-09 10:15:00,13:25,2015-01-07,2775.0,0,0.2728559152930477,GREEN,demand,High-demand travel day,Pre-position standby crew
2015-01-10_WN3613,2015-01-10,6,WN,3613,N225WN,DEN,39.85841,-104.667,MDW,15:55,15,19:15,1440,4.2,7.3,10.8,0.0,0.0,77,2,-2.0,-16.0,0.0,0,none,,,0.0,2015-01-10 15:55:00,,,120.0,0,0.3154690891943856,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-07_WN3054,2015-01-07,3,WN,3054,N226WN,DEN,39.85841,-104.667,IND,19:25,19,23:45,1572,-8.4,12.6,5.0,0.0,0.0,54,2,49.0,37.0,1.0,0,late_aircraft,26.0,0.0,0.0,2015-01-07 19:25:00,,,120.0,0,0.5241158637606743,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-08_WN2765,2015-01-08,4,WN,2765,N226WN,DEN,39.85841,-104.667,SEA,21:05,21,23:05,1648,-4.6,13.0,34.2,0.1,0.07,92,71,37.0,48.0,1.0,0,late_aircraft,25.0,0.0,37.0,2015-01-08 21:05:00,23:45,2015-01-07,1540.0,0,0.777925612709139,RED,cascade,Inbound aircraft 37 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-05_F91061,2015-01-05,1,F9,1061,N227FR,ORD,41.9796,-87.90446,PHX,07:00,7,09:50,2317,-19.3,12.0,25.2,0.0,0.0,2,0,106.0,94.0,1.0,0,carrier,0.0,46.0,0.0,2015-01-05 07:00:00,,,120.0,0,0.5792790556405375,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-05_F91063,2015-01-05,1,F9,1063,N227FR,ORD,41.9796,-87.90446,SLC,15:40,15,18:05,2012,-15.6,15.3,34.2,0.0,0.0,100,3,124.0,137.0,1.0,0,late_aircraft,102.0,12.0,94.0,2015-01-05 15:40:00,09:50,2015-01-05,520.0,0,0.8363529102014837,RED,cascade,Inbound aircraft 94 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_F91256,2015-01-06,2,F9,1256,N227FR,ORD,41.9796,-87.90446,MIA,06:00,6,10:00,1926,-15.4,10.9,17.3,0.0,0.0,96,3,-10.0,-2.0,0.0,0,none,,,137.0,2015-01-06 06:00:00,18:05,2015-01-05,860.0,0,0.3052849780737606,GREEN,cascade,Inbound aircraft 137 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_F91067,2015-01-06,2,F9,1067,N227FR,ORD,41.9796,-87.90446,DEN,13:55,13,15:35,1429,-13.4,19.9,33.1,0.0,0.0,90,3,47.0,58.0,1.0,0,nas,0.0,4.0,-2.0,2015-01-06 13:55:00,10:00,2015-01-06,475.0,0,0.5750003064865357,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-06_F9557,2015-01-06,2,F9,557,N227FR,DEN,39.85841,-104.667,SAN,18:00,18,19:14,1373,2.3,6.4,5.0,0.0,0.0,89,3,-9.0,-18.0,0.0,0,none,,,58.0,2015-01-06 18:00:00,15:35,2015-01-06,245.0,0,0.6319444283860985,AMBER,cascade,Inbound aircraft 58 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_F91068,2015-01-07,3,F9,1068,N227FR,DEN,39.85841,-104.667,ORD,10:10,10,13:30,1429,-11.4,3.9,9.7,0.0,0.0,100,3,8.0,39.0,0.0,0,nas,0.0,0.0,-18.0,2015-01-07 10:10:00,19:14,2015-01-06,970.0,0,0.4979896528082697,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-07_F91260,2015-01-07,3,F9,1260,N227FR,ORD,41.9796,-87.90446,TPA,14:25,14,18:00,1629,-17.8,23.5,49.7,0.0,0.0,18,0,24.0,20.0,1.0,0,nas,8.0,0.0,39.0,2015-01-07 14:25:00,13:30,2015-01-07,255.0,0,0.8505897138140235,RED,cascade,Inbound aircraft 39 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_F91285,2015-01-07,3,F9,1285,N227FR,ORD,41.9796,-87.90446,LAS,21:35,21,23:30,2437,-21.4,14.4,26.6,0.0,0.0,5,0,31.0,23.0,1.0,0,late_aircraft,13.0,0.0,20.0,2015-01-07 21:35:00,18:00,2015-01-07,430.0,0,0.6535371080167681,AMBER,cascade,Inbound aircraft slightly late (20 min),Consider aircraft swap or extend turnaround
2015-01-08_F91070,2015-01-08,4,F9,1070,N227FR,ORD,41.9796,-87.90446,ATL,07:30,7,10:20,975,-24.4,16.9,35.3,0.0,0.0,100,3,53.0,58.0,1.0,0,weather,0.0,30.0,23.0,2015-01-08 07:30:00,23:30,2015-01-07,595.0,0,0.536914692316613,AMBER,cascade,Inbound aircraft slightly late (23 min),Consider aircraft swap or extend turnaround
2015-01-09_F91061,2015-01-09,5,F9,1061,N227FR,ORD,41.9796,-87.90446,PHX,07:00,7,09:50,2317,-15.8,17.9,39.6,0.0,0.0,73,2,53.0,56.0,1.0,0,carrier,0.0,0.0,58.0,2015-01-09 07:00:00,10:20,2015-01-08,1410.0,0,0.4498536865443638,AMBER,cascade,Inbound aircraft 58 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_F91063,2015-01-09,5,F9,1063,N227FR,ORD,41.9796,-87.90446,SLC,15:40,15,18:05,2012,-15.2,23.6,46.8,0.0,0.0,99,3,75.0,95.0,1.0,0,late_aircraft,40.0,0.0,56.0,2015-01-09 15:40:00,09:50,2015-01-09,520.0,0,0.8362514654853395,RED,cascade,Inbound aircraft 56 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-10_F91256,2015-01-10,6,F9,1256,N227FR,ORD,41.9796,-87.90446,MIA,06:00,6,10:00,1926,-20.6,13.9,25.9,0.0,0.0,0,0,0.0,17.0,0.0,0,nas,0.0,0.0,95.0,2015-01-10 06:00:00,18:05,2015-01-09,860.0,0,0.1801278860472523,GREEN,cascade,Inbound aircraft 95 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-10_F91067,2015-01-10,6,F9,1067,N227FR,ORD,41.9796,-87.90446,DEN,13:55,13,15:35,1429,-12.4,18.7,39.2,0.0,0.0,7,0,8.0,7.0,0.0,0,none,,,17.0,2015-01-10 13:55:00,10:00,2015-01-10,475.0,0,0.2175291875070881,GREEN,cascade,Inbound aircraft slightly late (17 min),Consider aircraft swap or extend turnaround
2015-01-10_F9407,2015-01-10,6,F9,407,N227FR,DEN,39.85841,-104.667,LAX,17:45,17,19:09,1387,3.5,10.6,14.4,0.0,0.0,33,1,-8.0,1.0,0.0,0,none,,,7.0,2015-01-10 17:45:00,15:35,2015-01-10,230.0,0,0.1948873828535659,GREEN,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-11_F91068,2015-01-11,7,F9,1068,N227FR,DEN,39.85841,-104.667,ORD,10:10,10,13:30,1429,-3.3,1.1,15.5,0.0,0.0,100,3,131.0,186.0,1.0,0,carrier,0.0,0.0,1.0,2015-01-11 10:10:00,19:09,2015-01-10,985.0,0,0.2970670000351996,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_F91260,2015-01-11,7,F9,1260,N227FR,ORD,41.9796,-87.90446,TPA,14:25,14,18:00,1629,-1.1,11.5,25.9,0.0,0.0,95,3,183.0,228.0,1.0,0,late_aircraft,131.0,0.0,186.0,2015-01-11 14:25:00,13:30,2015-01-11,255.0,0,0.635325909087252,AMBER,cascade,Inbound aircraft 186 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_F91285,2015-01-11,7,F9,1285,N227FR,ORD,41.9796,-87.90446,LAS,21:35,21,23:30,2437,-2.6,8.8,16.2,0.3,0.21,100,73,193.0,226.0,1.0,0,late_aircraft,138.0,0.0,228.0,2015-01-11 21:35:00,18:00,2015-01-11,430.0,0,0.948726902028008,RED,cascade,Inbound aircraft 228 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_WN300,2015-01-09,5,WN,300,N227WN,DEN,39.85841,-104.667,SEA,08:50,8,10:50,1648,-14.8,8.7,15.5,0.0,0.0,38,1,10.0,10.0,0.0,0,none,,,0.0,2015-01-09 08:50:00,,,120.0,0,0.2939234617112838,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-05_WN4278,2015-01-05,1,WN,4278,N228WN,DEN,39.85841,-104.667,GEG,11:55,11,13:20,1345,-2.8,15.1,34.9,0.0,0.0,100,3,3.0,17.0,0.0,0,nas,0.0,0.0,0.0,2015-01-05 11:55:00,,,120.0,0,0.5795654660665303,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_WN4456,2015-01-05,1,WN,4456,N228WN,DEN,39.85841,-104.667,RDU,17:45,17,22:50,2311,2.7,3.9,19.1,0.0,0.0,95,3,25.0,21.0,1.0,0,late_aircraft,14.0,0.0,17.0,2015-01-05 17:45:00,13:20,2015-01-05,350.0,0,0.8229540113419584,RED,cascade,Inbound aircraft slightly late (17 min),Consider aircraft swap or extend turnaround
2015-01-08_WN2496,2015-01-08,4,WN,2496,N228WN,DEN,39.85841,-104.667,PHX,16:00,16,17:55,969,2.7,8.0,10.8,0.0,0.0,2,0,18.0,4.0,1.0,0,none,,,21.0,2015-01-08 16:00:00,22:50,2015-01-05,4215.0,0,0.4432374062305417,AMBER,cascade,Inbound aircraft slightly late (21 min),Consider aircraft swap or extend turnaround
2015-01-05_EV6153,2015-01-05,1,EV,6153,N22909,ORD,41.9796,-87.90446,LNK,08:11,8,09:56,750,-19.5,12.1,25.6,0.0,0.0,3,0,67.0,71.0,1.0,0,late_aircraft,67.0,0.0,0.0,2015-01-05 08:11:00,,,120.0,0,0.7198767320896049,RED,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-05_EV6167,2015-01-05,1,EV,6167,N22909,ORD,41.9796,-87.90446,CWA,13:20,13,14:22,341,-15.7,15.8,37.1,0.0,0.0,69,2,30.0,23.0,1.0,0,late_aircraft,23.0,0.0,71.0,2015-01-05 13:20:00,09:56,2015-01-05,309.0,0,0.8943195138253275,RED,cascade,Inbound aircraft 71 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-05_EV6149,2015-01-05,1,EV,6149,N22909,ORD,41.9796,-87.90446,LAN,16:51,16,18:47,288,-15.5,11.7,30.2,0.0,0.0,100,3,22.0,18.0,1.0,0,late_aircraft,13.0,0.0,23.0,2015-01-05 16:51:00,14:22,2015-01-05,211.0,0,0.7910192330301896,RED,cascade,Inbound aircraft slightly late (23 min),Consider aircraft swap or extend turnaround
2015-01-09_EV6117,2015-01-09,5,EV,6117,N22909,ORD,41.9796,-87.90446,ATW,20:20,20,21:19,257,-18.0,19.6,37.8,0.0,0.0,2,0,19.0,6.0,1.0,0,none,,,18.0,2015-01-09 20:20:00,18:47,2015-01-05,5969.0,0,0.7904012496410772,RED,cascade,Inbound aircraft slightly late (18 min),Consider aircraft swap or extend turnaround
2015-01-10_EV5934,2015-01-10,6,EV,5934,N22909,ORD,41.9796,-87.90446,SCE,13:09,13,15:46,850,-12.4,18.7,39.2,0.0,0.0,7,0,4.0,-4.0,0.0,0,none,,,6.0,2015-01-10 13:09:00,21:19,2015-01-09,1009.0,0,0.2314475165896458,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-10_EV6165,2015-01-10,6,EV,6165,N22909,ORD,41.9796,-87.90446,MCI,18:10,18,19:47,649,-7.8,19.5,34.2,0.0,0.0,100,3,36.0,26.0,1.0,0,late_aircraft,26.0,0.0,-4.0,2015-01-10 18:10:00,15:46,2015-01-10,301.0,0,0.6673091095047735,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-11_EV5990,2015-01-11,7,EV,5990,N22909,ORD,41.9796,-87.90446,LNK,12:10,12,13:53,750,-3.5,12.0,25.6,0.0,0.0,86,3,-2.0,-17.0,0.0,0,none,,,26.0,2015-01-11 12:10:00,19:47,2015-01-10,1080.0,0,0.1847528257265004,GREEN,cascade,Inbound aircraft slightly late (26 min),Consider aircraft swap or extend turnaround
